review_text,rating,sentiment
This office chair is flimsy.,2,negative
This desk lamp is uncomfortable.,2,negative
This smartwatch is excellent.,5,positive
This phone case is solid. Setup took less than five minutes.,4,positive
This yoga mat is comfortable. Exceeded my expectations.,5,positive
This laptop is comfortable. My whole family loves it now.,5,positive
"This bluetooth speaker is decent. Works as described, no surprises. Rating: 2/5.",2,neutral
"This phone case is superb. On teh downside, I had to return it after two days.",4,positive
"This office chair is awful. That said, delivery took about a week. Overall it's not bad.",1,negative
This laptop is subpar. I had to return it after two days. Rating: 1/5.,1,negative
Bought this headphones a few weeks ago. My whole family loves it now.,4,positive
"This smartwatch is decent. Some features are useful, others aren't. That said, the instructions were confusing.",4,neutral
This wireless mouse is reasonable. Packaging was fine.,3,neutral
"This desk lamp is badly made. Customer support never responded. Also, works as described, no surprises. Overall it's didn't disappoint. Rating: 3/5.",3,negative
This air fryer is responsive.,4,positive
"This office chair is clunky. That said, it does the job but nothing more. Rating: 2/5.",2,negative
This headphones is clunky.,3,negative
This headphones is not worth it. I regret this purchase. Overall it's not as good as I hoped. Rating: 1/5.,1,negative
"This phone case is frustrating. The material feels cheap. Also, it does the job but nothing more.",1,negative
This desk lamp is worth every penny. The build quality is great.,5,positive
Bought this desk lamp a few weeks ago. The material feels cheap. Rating: 2/5.,2,negative
Bought this air fryer a few weeks ago. It feels premium for the price. Rating: 3/5.,3,positive
This blender is overpriced.,1,negative
Bought this vacuum cleaner a few weeks ago. Battery life is impressive.,4,positive
Bought this running shoes a few weeks ago.,4,positive
This backpack is impressive.,5,positive
Bought this vacuum cleaner a few weeks ago. Works perfectly out of the box.,4,positive
This yoga mat is worth every penny. Customer service was very helpful.,4,positive
This running shoes is so-so.,2,neutral
Bought this air fryer a few weeks ago. Rating: 5/5.,5,positive
"This bluetooth speaker is excellent. The build quality is great. Also, some features are useful, others aren't.",5,positive
"This vacuum cleaner is fast. Works perfectly out of the box. Also, it does the job but nothing more.",5,positive
Bought this coffee maker a few weeks ago. It's louder than advertised. Rating: 1/5.,1,negative
This backpack is durable. Shipping was fast and packaging was solid.,5,positive
"This office chair is wonderful. It feels premium for the price. However, it arrived damaged.",5,positive
This blender is great. Overall it's not bad.,4,positive
"Bought this air fryer a few weeks ago. Setup took less than five minutes. Also, packaging was fine. Rating: 4/5.",4,positive
Bought this coffee maker a few weeks ago.,2,negative
This bluetooth speaker is fine.,3,neutral
"This smartwatch is nothing special. Delivery took about a week. However, battery life is impressive.",4,neutral
This office chair is broken. The size runs way smaller than expected. Overall it's not great.,2,negative
Bought this office chair a few weeks ago. Works perfectly out of the box.,4,neutral
"This desk lamp is unreliable. I had to return it after two days. However, the build quality is great.",1,negative
"This wireless mouse is average. Some features are useful, others aren't.",3,neutral
Bought this blender a few weeks ago. It's fine for the price but i wouldn't rave about it. Rating: 3/5.,3,neutral
This laptop is nothing special. Rating: 3/5.,3,neutral
"This bluetooth speaker is smooth. It feels premium for teh price. On the downside, stopped working within a week.",3,positive
This office chair is faulty. Battery drains way too fast.,3,negative
This laptop is acceptable.,3,neutral
This desk lamp is average. Packaging was fine.,3,neutral
This headphones is outstanding. Shipping was fast and packaging was solid. Rating: 4/5.,4,positive
"This headphones is fine. Delivery took about a week. On teh plus side, customer service was very helpful.",4,neutral
This office chair is fast.,5,positive
This yoga mat is average.,3,neutral
"Bought this bluetooth speaker a few weeks ago. That said, it does teh job but nothing more.",5,positive
Bought this desk lamp a few weeks ago. The instructions were confusing. Overall it's not bad.,1,negative
This laptop is outstanding. Exceeded my expectations. Rating: 5/5.,5,positive
"This running shoes is slow. On the plus side, battery life is impressive. Overall it's not as good as I hoped.",2,negative
This running shoes is durable. My whole family loves it now. Rating: 5/5.,5,positive
This blender is wonderful. I would definitely buy this again. Overall it's can't complain.,3,positive
Bought this wireless mouse a few weeks ago. The build qaulity is great. Rating: 3/5.,3,positive
"Bought this running shoes a few weeks ago. Works as described, no surprises. However, the instructions were confusing.",3,neutral
Bought this yoga mat a few weeks ago. It does the job but nothing more. Overall it's not bad.,3,neutral
This smartwatch is so-so. Delivery took about a week.,3,neutral
"This wireless mouse is fantastic. It feels premium for the price. Also, it's fine for the price but I wouldn't rave about it.",5,positive
This vacuum cleaner is superb. Rating: 3/5.,3,positive
This yoga mat is awful. I regret this purchase.,1,negative
This air fryer is superb. Exceeded my expectations. Rating: 4/5.,4,positive
This desk lamp is comfortable.,4,positive
This desk lamp is fantastic. Battery life is impressive.,4,positive
This desk lamp is wonderful. Overall it's not bad. Rating: 5/5.,5,positive
This running shoes is clunky. Stopped working within a week. Rating: 2/5.,2,negative
This backpack is defective. I had to return it after two days.,1,negative
This wireless mouse is impressive.,5,positive
This vacuum cleaner is defective.,1,negative
Bought this headphones a few weeks ago. Customer support never responded.,1,neutral
This air fryer is superb. I would definitely buy this again.,3,positive
This backpack is useless. Rating: 3/5.,3,negative
This backpack is subpar. I regret this purchase.,1,negative
This coffee maker is fast.,4,positive
This blender is decent. It's fine for the price but i wouldn't rave about it.,3,neutral
"This phone case is so-so. Works as described, no surprises. Rating: 4/5.",4,neutral
This smartwatch is shoddy. The material feels cheap. Rating: 2/5.,2,negative
Bought this yoga mat a few weeks ago.,4,positive
Bought this bluetooth speaker a few weeks ago. Overall it's not as good as I hoped.,3,neutral
"This smartwatch is solid. That said, customer support never responded.",5,positive
This phone case is cheap. Customer support never responded.,3,negative
"This wireless mouse is terrible. The material feels cheap. That said, exceeded my expectations.",1,negative
This coffee maker is sleek.,5,positive
"This wireless mouse is great. That said, teh size runs way smaller than expected.",4,positive
This wireless mouse is subpar.,2,negative
"This coffee maker is standard. Delivery took about a week. Also, the build quality is great. Rating: 3/5.",3,neutral
This yoga mat is amazing. Shipping was fast and packaging was solid.,5,positive
This laptop is overpriced. The material feels cheap.,2,negative
Bought this desk lamp a few weeks ago. My whole family loves it now.,4,positive
This headphones is slow. I regret this purchase. Rating: 2/5.,2,negative
"This blender is standard. It does the job but nothing more. Also, customer support never responded.",3,neutral
This yoga mat is reliable.,5,positive
This headphones is sleek.,4,positive
"Bought this phone case a few weeks ago. It's fine for the price but i wouldn't rave about it. On the plus side, it feels premium for the price. Overall it's didn't disappoint.",2,neutral
This office chair is superb. The build quality is great. Overall it's didn't disappoint.,5,positive
Bought this vacuum cleaner a few weeks ago.,3,neutral
Bought this desk lamp a few weeks ago. The instructions were confusing.,1,negative
"This yoga mat is comfortable. Exceeded my expectations. That said, some features are useful, others aren't. Overall it's wouldn't recommend.",4,positive
Bought this office chair a few weeks ago.,2,neutral
This phone case is standard. Packaging was fine.,4,neutral
This smartwatch is average.,3,neutral
"This desk lamp is nothing special. Works as described, no surprises.",4,neutral
This office chair is fantastic.,3,positive
"This headphones is worth every penny. Customer service was vary helpful. On the downside, it arrived damaged.",4,positive
This air fryer is impressive. The build quality is great.,4,positive
"This phone case is standard. On the plus side, battery life is impressive.",3,neutral
This headphones is disappointing. I regret this purchase. Overall it's wouldn't recommend.,2,negative
This desk lamp is durable. Rating: 5/5.,5,positive
Bought this blender a few weeks ago.,5,positive
Bought this vacuum cleaner a few weeks ago. It does teh job but nothing more.,3,neutral
This office chair is unreliable. It's louder than advertised.,2,negative
This smartwatch is amazing. Battery life is impressive. Rating: 3/5.,3,positive
Bought this running shoes a few weeks ago. My whole family loves it now. Overall it's didn't disappoint.,4,positive
Bought this blender a few weeks ago. Battery life is impressive. Overall it's not bad.,5,positive
This air fryer is defective.,2,positive
"This phone case is so-so. It does teh job but nothing more. Also, the build quality is great.",3,neutral
This office chair is disappointing. The instructions were confusing. Overall it's can't complain. Rating: 1/5.,1,negative
This coffee maker is impressive. The build quality is great. Rating: 5/5.,5,positive
"Bought this laptop a few weeks ago. Packaging was fine. However, I had to return it after two days.",2,neutral
This wireless mouse is durable. It feels premium for teh price. Rating: 5/5.,5,positive
This yoga mat is frustrating. Stopped working within a week.,1,negative
This vacuum cleaner is awful.,3,negative
Bought this office chair a few weeks ago.,1,negative
"This desk lamp is comfortable. That said, the material feels cheap. Rating: 4/5.",4,positive
"This coffee maker is outstanding. I would definitely buy this again. On the downside, it arrived damaged. Rating: 3/5.",3,positive
"This backpack is not worth it. It arrived damaged. That said, works as described, no surprises.",2,negative
"This smartwatch is comfortable. Exceeded my expectations. On teh downside, the instructions were confusing.",4,positive
Bought this bluetooth speaker a few weeks ago. The material feels cheap.,2,negative
This office chair is poor.,2,negative
This backpack is frustrating. I regret this purchase. Overall it's can't complain.,3,negative
This vacuum cleaner is poor. I regret this purchase. Rating: 2/5.,2,negative
This wireless mouse is well made. Rating: 5/5.,5,positive
This coffee maker is wonderful. Exceeded my expectations.,4,positive
This vacuum cleaner is responsive.,4,positive
"Bought this laptop a few weeks ago. Some features are useful, others aren't. Rating: 3/5.",3,neutral
Bought this smartwatch a few weeks ago.,3,negative
Bought this vacuum cleaner a few weeks ago. The build quality is great.,5,positive
This phone case is not worth it.,1,negative
"This headphones is uncomfortable. On the plus side, setup took less than five minutes.",2,negative
This coffee maker is fantastic. I would definitely buy this again.,4,positive
This running shoes is sturdy.,4,positive
Bought this bluetooth speaker a few weeks ago. Setup took less than five minutes.,5,positive
This bluetooth speaker is fantastic. Customer service was very helpful. Overall it's not great.,4,positive
Bought this bluetooth speaker a few weeks ago. My whole family loves it now.,4,positive
This coffee maker is outstanding.,5,positive
This blender is impressive. Overall it's can't complain. Rating: 4/5.,4,positive
This coffee maker is well made. The build quality is great.,4,positive
Bought this laptop a few weeks ago.,4,positive
Bought this air fryer a few weeks ago. Exceeded my expectations. Rating: 4/5.,4,positive
"This blender is superb. Works perfectly out of the box. However, it does the job but nothing more. Rating: 4/5.",4,positive
This coffee maker is disappointing.,1,negative
This office chair is so-so.,2,neutral
"This phone case is nothing special. Some features are useful, others aren't. Also, works perfectly out of the box. Overall it's not bad.",4,neutral
"This office chair is standard. However, battery drains way too fast.",4,neutral
This headphones is okay. It does the job but nothing more.,4,neutral
Bought this vacuum cleaner a few weeks ago. The build quality is great.,3,positive
This headphones is worth every penny. Works perfectly out of the box. Rating: 5/5.,5,positive
Bought this blender a few weeks ago. It does the job but nothing more.,3,neutral
"This backpack is top notch. On the downside, the size runs way smaller than expected.",5,positive
This phone case is superb. Rating: 5/5.,5,positive
Bought this smartwatch a few weeks ago. Setup took less than five minutes.,5,positive
This air fryer is acceptable.,3,neutral
This coffee maker is so-so. Delivery took about a week.,4,neutral
Bought this blender a few weeks ago.,4,neutral
"Bought this office chair a few weeks ago. It's fine for the price but i wouldn't rave about it. That said, works perfectly out of the box.",3,neutral
Bought this headphones a few weeks ago.,5,positive
Bought this office chair a few weeks ago. The size runs way smaller than expected.,2,negative
"This phone case is excellent. Battery life is impressive. On the downside, stopped working within a week.",4,positive
Bought this wireless mouse a few weeks ago. I had to return it after two days.,1,negative
This bluetooth speaker is shoddy.,2,negative
Bought this bluetooth speaker a few weeks ago. It does the job but nothing more.,3,neutral
This yoga mat is wonderful. Exceeded my expectations.,5,positive
This backpack is fantastic. Setup took less than five minutes.,3,positive
Bought this wireless mouse a few weeks ago.,3,neutral
This yoga mat is acceptable.,3,neutral
"This coffee maker is terrible. The material feels cheap. Also, it's fine for teh price but I wouldn't rave about it.",1,negative
This desk lamp is worth every penny.,5,positive
"Bought this backpack a few weeks ago. However, packaging was fine.",4,positive
This phone case is great. Overall it's not bad.,5,positive
"This yoga mat is fast. However, it does the job but nothing more. Rating: 5/5.",5,positive
Bought this phone case a few weeks ago.,2,negative
Bought this coffee maker a few weeks ago. The build quality is great. Overall it's not as good as I hoped.,4,positive
This smartwatch is sleek.,3,positive
This headphones is broken. Rating: 2/5.,2,negative
This yoga mat is frustrating.,3,negative
"Bought this smartwatch a few weeks ago. It does the job but nothing more. That said, setup took less than five minutes. Rating: 2/5.",2,neutral
Bought this blender a few weeks ago. It's fine for teh price but i wouldn't rave about it. Rating: 4/5.,4,neutral
This smartwatch is okay. It's fine for the price but i wouldn't rave about it.,2,neutral
This yoga mat is cheap. I had to return it after two days.,3,negative
"This air fryer is terrible. I regret this purchase. However, it does the job but nothing more. Rating: 3/5.",3,negative
This air fryer is sturdy.,4,positive
"This running shoes is shoddy. The instructions were confusing. That said, teh build quality is great.",1,negative
This office chair is subpar.,2,negative
Bought this running shoes a few weeks ago.,1,negative
This laptop is standard. Overall it's not as good as I hoped.,3,neutral
This laptop is so-so.,3,neutral
"This backpack is awful. The material feels cheap. On the plus side, works perfectly out of the box.",1,negative
Bought this vacuum cleaner a few weeks ago.,5,negative
This bluetooth speaker is average.,3,neutral
This air fryer is excellent.,4,positive
Bought this headphones a few weeks ago. Shipping was fast and packaging was solid.,4,positive
"This office chair is decent. It's fine for the price but i wouldn't rave about it. Also, battery drains way too fast.",4,neutral
This phone case is frustrating. Battery drains way too fast.,2,negative
Bought this wireless mouse a few weeks ago. It arrived damaged. Rating: 2/5.,2,negative
Bought this smartwatch a few weeks ago. Setup took less than five minutes.,4,positive
Bought this phone case a few weeks ago.,3,negative
This smartwatch is badly made.,1,negative
This smartwatch is nothing special. It's fine for the price but i wouldn't rave about it.,4,neutral
This coffee maker is frustrating. Rating: 3/5.,3,negative
This smartwatch is subpar.,1,negative
This air fryer is responsive. Setup took less than five minutes.,3,positive
Bought this blender a few weeks ago.,4,positive
This wireless mouse is impressive.,5,positive
This yoga mat is responsive. Customer service was very helpful. Overall it's could be better. Rating: 5/5.,5,positive
"Bought this vacuum cleaner a few weeks ago. Battery life is impressive. Also, customer support never responded.",5,positive
"Bought this bluetooth speaker a few weeks ago. Works perfectly out of the box. That said, the instructions were confusing.",5,positive
This backpack is comfortable.,5,positive
"This vacuum cleaner is frustrating. The material feels cheap. However, battery life is impressive.",2,negative
This bluetooth speaker is standard. Rating: 2/5.,2,neutral
This wireless mouse is cheap.,1,negative
This coffee maker is comfortable. Shipping was fast and packaging was solid. Rating: 4/5.,4,positive
This backpack is smooth.,4,positive
Bought this phone case a few weeks ago. Battery life is impressive. Rating: 4/5.,4,positive
This yoga mat is useless.,1,negative
"Bought this phone case a few weeks ago. Some features are useful, others aren't.",2,neutral
This blender is uncomfortable. Customer support never responded. Overall it's could be better.,1,negative
This bluetooth speaker is nothing special. Packaging was fine.,2,neutral
This wireless mouse is worth every penny.,4,positive
This air fryer is decent. It's fine for the price but i wouldn't rave about it.,3,neutral
"Bought this air fryer a few weeks ago. The build quality is great. Also, packaging was fine. Rating: 5/5.",5,positive
"This air fryer is fantastic. I would definitely buy this again. On the downside, stopped working within a week.",5,positive
This coffee maker is so-so.,3,neutral
This blender is broken. I regret this purchase. Rating: 2/5.,2,negative
This laptop is responsive.,5,positive
"This wireless mouse is responsive. Customer service was very helpful. Also, works as described, no surprises. Rating: 4/5.",4,positive
This coffee maker is fast.,3,positive
Bought this running shoes a few weeks ago. Shipping was fast and packaging was solid. Rating: 4/5.,4,positive
This yoga mat is responsive.,4,positive
This laptop is uncomfortable.,1,negative
This headphones is useless.,2,negative
Bought this office chair a few weeks ago. Stopped working within a week.,1,negative
"Bought this office chair a few weeks ago. Also, battery life is impressive. Overall it's wouldn't recommend.",2,negative
This yoga mat is defective. I had to return it after two days.,1,negative
Bought this coffee maker a few weeks ago. Setup took less than five minutes.,3,positive
"Bought this vacuum cleaner a few weeks ago. I had to return it after two days. That said, some features are useful, others aren't.",2,negative
This office chair is solid. Shipping was fast and packaging was solid.,4,positive
This desk lamp is shoddy. Rating: 1/5.,1,negative
This running shoes is cheap. The instructions were confusing.,1,negative
This office chair is durable.,5,positive
Bought this smartwatch a few weeks ago.,3,negative
This yoga mat is slow.,3,negative
"This blender is decent. Some features are useful, others aren't. Overall it's not great. Rating: 4/5.",4,neutral
This smartwatch is affordable.,3,positive
This yoga mat is sturdy. Rating: 3/5.,3,positive
"This vacuum cleaner is flimsy. I had to return it after two days. Also, it's fine for the price but I wouldn't rave about it.",2,negative
This backpack is acceptable. It does teh job but nothing more. Rating: 2/5.,2,neutral
This office chair is responsive. The build quality is great. Overall it's wouldn't recommend.,3,positive
This running shoes is smooth. It feels premium for the price.,5,positive
This wireless mouse is superb.,4,positive
"This laptop is clunky. It arrived damaged. However, the build qaulity is great.",3,negative
This smartwatch is affordable.,3,positive
This running shoes is superb.,5,positive
This laptop is not worth it.,2,negative
"Bought this air fryer a few weeks ago. Setup took less than five minutes. On teh plus side, it does the job but nothing more.",4,positive
This smartwatch is sturdy.,5,positive
This backpack is terrible. I regret this purchase. Rating: 2/5.,2,negative
This wireless mouse is responsive. It feels premium for the price. Rating: 5/5.,5,positive
This smartwatch is reliable. Rating: 4/5.,4,positive
This office chair is awful. It arrived damaged. Rating: 1/5.,1,negative
This office chair is unreliable. It's louder than advertised. Rating: 1/5.,1,negative
Bought this coffee maker a few weeks ago. It's louder than advertised.,1,negative
This bluetooth speaker is standard. Packaging was fine.,2,neutral
Bought this blender a few weeks ago. Setup took less than five minutes.,5,negative
Bought this smartwatch a few weeks ago. Stopped working within a week. Overall it's could be better.,2,negative
This vacuum cleaner is broken. Stopped working within a week. Rating: 2/5.,2,negative
Bought this laptop a few weeks ago. It does the job but nothing more. Rating: 2/5.,2,neutral
"This smartwatch is well made. However, the material feels cheap. Overall it's didn't disappoint.",4,positive
This blender is frustrating. It arrived damaged.,2,negative
This wireless mouse is shoddy. Customer support never responded.,1,negative
This office chair is clunky. Battery drains way too fast. Rating: 1/5.,1,negative
"This running shoes is decent. It's fine for the price but i wouldn't rave about it. That said, battery life is impressive. Overall it's didn't disappoint.",2,neutral
This blender is responsive. Battery life is impressive. Overall it's could be better. Rating: 3/5.,3,positive
This wireless mouse is subpar. I had to return it after two days.,2,negative
This backpack is useless. The instructions were confusing.,1,negative
This phone case is reliable.,4,positive
Bought this office chair a few weeks ago. The material feels cheap. Overall it's didn't disappoint.,1,negative
This office chair is defective.,2,negative
"This blender is flimsy. The size runs way smaller than expected. However, it's fine for the price but I wouldn't rave about it. Rating: 1/5.",1,negative
"This office chair is smooth. Works perfectly out of the box. However, packaging was fine.",4,positive
This desk lamp is impressive.,4,positive
"This headphones is uncomfortable. The size runs way smaller than expected. However, some features are useful, others aren't.",2,negative
Bought this smartwatch a few weeks ago. Overall it's could be better.,4,positive
This wireless mouse is superb. Exceeded my expectations.,4,positive
"Bought this office chair a few weeks ago. Customer service was very helpful. On teh plus side, delivery took about a week.",3,positive
This phone case is cheap.,1,negative
Bought this vacuum cleaner a few weeks ago. Works perfectly out of teh box. Rating: 4/5.,4,positive
This backpack is defective. The instructions were confusing. Overall it's can't complain.,2,negative
This wireless mouse is sleek. Rating: 4/5.,4,positive
"This bluetooth speaker is slow. However, customer service was very helpful.",2,negative
This coffee maker is disappointing.,1,negative
This air fryer is top notch. Battery life is impressive.,5,positive
"This yoga mat is so-so. However, I had to return it after two days. Rating: 2/5.",2,neutral
This coffee maker is top notch. Battery life is impressive. Rating: 4/5.,4,positive
"This running shoes is great. I would definitely buy this again. That said, works as described, no surprises.",5,positive
This yoga mat is fantastic.,5,positive
"This office chair is standard. Works as described, no surprises. However, it arrived damaged. Overall it's could be better.",2,neutral
This laptop is useless.,2,negative
This backpack is acceptable.,3,neutral
Bought this vacuum cleaner a few weeks ago. Delivery took about a week.,4,neutral
This coffee maker is great.,4,positive
"Bought this bluetooth speaker a few weeks ago. I would definitely buy this again. That said, the size runs way smaller than expected.",3,positive
This office chair is cheap.,3,negative
This phone case is worth every penny. Rating: 5/5.,5,positive
Bought this vacuum cleaner a few weeks ago. I regret this purchase. Rating: 1/5.,1,negative
This laptop is sturdy.,4,positive
Bought this running shoes a few weeks ago. The size runs way smaller than expected. Rating: 3/5.,3,negative
This vacuum cleaner is disappointing.,2,negative
"This headphones is worth every penny. That said, it's louder than advertised.",4,positive
This headphones is wonderful. Exceeded my expectations. Overall it's not bad.,5,positive
This blender is useless. The material feels cheap. Overall it's didn't disappoint.,1,negative
This smartwatch is wonderful. Battery life is impressive.,3,positive
This laptop is middle of the road. Packaging was fine. Rating: 3/5.,3,neutral
Bought this desk lamp a few weeks ago. I would definitely buy this again. Rating: 5/5.,5,positive
Bought this office chair a few weeks ago. Exceeded my expectations.,3,positive
This coffee maker is sturdy.,5,positive
This running shoes is amazing. Battery life is impressive.,3,negative
This phone case is well made.,4,positive
This office chair is outstanding.,5,positive
This smartwatch is responsive.,5,positive
"This office chair is wonderful. Shipping was fast and packaging was solid. Also, it does the job but nothing more.",5,positive
This smartwatch is solid. Battery life is impressive. Rating: 3/5.,3,positive
Bought this desk lamp a few weeks ago. Rating: 4/5.,4,positive
This wireless mouse is defective. Customer support never responded. Overall it's not as good as I hoped.,1,negative
This backpack is okay. Delivery took about a week. Overall it's not great.,3,neutral
This backpack is comfortable. Setup took less than five minutes. Overall it's not great.,5,positive
This blender is responsive. Exceeded my expectations. Overall it's can't complain. Rating: 4/5.,4,positive
"This vacuum cleaner is subpar. Also, my whole family loves it now. Rating: 2/5.",2,negative
Bought this phone case a few weeks ago. The build quality is great. Rating: 5/5.,5,positive
This air fryer is well made. Exceeded my expectations.,5,positive
Bought this vacuum cleaner a few weeks ago. Stopped working within a week.,1,negative
This coffee maker is fast. The build quality is great.,3,positive
"This phone case is so-so. On the downside, it arrived damaged.",4,neutral
This yoga mat is great. Setup took less than five minutes. Rating: 5/5.,5,positive
Bought this desk lamp a few weeks ago. It's louder than advertised.,2,negative
This desk lamp is so-so. Delivery took about a week.,3,neutral
Bought this vacuum cleaner a few weeks ago. It feels premium for the price.,5,positive
"This smartwatch is defective. I regret this purchase. Also, delivery took about a week. Overall it's not as good as I hoped.",1,negative
This vacuum cleaner is subpar. Rating: 3/5.,3,negative
"This air fryer is responsive. However, stopped working within a week.",5,positive
This bluetooth speaker is badly made. The size runs way smaller than expected. Rating: 3/5.,3,negative
This phone case is sturdy. I would definitely buy this again. Rating: 4/5.,4,positive
"This laptop is middle of the road. Some features are useful, others aren't. Also, I had to return it after two days. Overall it's not great. Rating: 4/5.",4,neutral
Bought this desk lamp a few weeks ago. The instructions were confusing.,1,negative
This running shoes is not worth it.,1,negative
This blender is unreliable.,3,negative
This desk lamp is top notch.,3,positive
This air fryer is smooth. It feels premium for teh price. Rating: 5/5.,5,positive
This running shoes is fantastic. Works perfectly out of the box.,5,positive
Bought this smartwatch a few weeks ago. Battery drains way too fast. Rating: 2/5.,2,negative
"This headphones is fine. Some features are useful, others aren't.",3,neutral
This desk lamp is sleek. The build quality is great. Rating: 4/5.,4,positive
This headphones is defective.,1,negative
This blender is awful.,1,negative
This air fryer is cheap. Customer support never responded.,1,negative
This bluetooth speaker is well made. Exceeded my expectations. Rating: 4/5.,4,positive
Bought this bluetooth speaker a few weeks ago.,2,neutral
Bought this backpack a few weeks ago.,2,negative
"This desk lamp is fast. Customer service was very helpful. However, battery drains way too fast.",3,positive
This vacuum cleaner is cheap.,2,negative
This blender is durable. The build quality is great. Rating: 5/5.,5,positive
This air fryer is great. Exceeded my expectations.,5,positive
This wireless mouse is worth every penny. Battery life is impressive.,4,positive
Bought this running shoes a few weeks ago. Setup took less than five minutes.,4,negative
"Bought this wireless mouse a few weeks ago. Exceeded my expectations. Also, customer support never responded. Overall it's could be better. Rating: 4/5.",4,positive
This vacuum cleaner is decent.,4,neutral
Bought this coffee maker a few weeks ago. Works perfectly out of the box. Rating: 3/5.,3,positive
This smartwatch is fantastic. My whole family loves it now.,4,positive
This desk lamp is shoddy.,1,negative
This backpack is cheap. I had to return it after two days. Overall it's could be better.,1,negative
Bought this backpack a few weeks ago. It feels premium for the price.,3,positive
This headphones is decent. It's fine for the price but i wouldn't rave about it.,2,neutral
This running shoes is fine. Packaging was fine.,4,neutral
This bluetooth speaker is excellent. Battery life is impressive.,5,positive
This headphones is affordable. The build quality is great.,4,positive
This running shoes is decent. It's fine for the price but i wouldn't rave about it.,2,neutral
This blender is broken. The material feels cheap. Overall it's can't complain. Rating: 1/5.,1,negative
Bought this backpack a few weeks ago.,2,negative
Bought this smartwatch a few weeks ago.,1,negative
Bought this headphones a few weeks ago. Rating: 3/5.,3,positive
"This phone case is responsive. Exceeded my expectations. That said, it's fine for the price but I wouldn't rave about it. Rating: 4/5.",4,positive
This coffee maker is not worth it. Customer support never responded.,3,negative
This headphones is well made. Battery life is impressive.,5,positive
This phone case is useless. The instructions were confusing. Rating: 1/5.,1,negative
"This running shoes is middle of the road. Packaging was fine. Also, I would definitely buy this again. Overall it's wouldn't recommend.",3,neutral
"This vacuum cleaner is responsive. That said, delivery took about a week.",3,positive
Bought this headphones a few weeks ago. My whole family loves it now. Overall it's not as good as I hoped. Rating: 5/5.,5,positive
This backpack is frustrating. Rating: 2/5.,2,negative
This bluetooth speaker is useless. I regret this purchase. Rating: 2/5.,2,negative
"This air fryer is smooth. I would definately buy this again. However, delivery took about a week. Rating: 4/5.",4,positive
Bought this wireless mouse a few weeks ago.,3,positive
This desk lamp is sleek.,5,positive
This phone case is worth every penny. Setup took less than five minutes.,4,positive
This laptop is solid.,3,positive
"Bought this vacuum cleaner a few weeks ago. The material feels cheap. However, works perfectly out of the box.",1,negative
"This wireless mouse is impressive. Shipping was fast and packaging was solid. That said, stopped working within a week. Overall it's not as good as I hoped.",4,positive
Bought this vacuum cleaner a few weeks ago. I regret this purchase.,1,negative
This vacuum cleaner is disappointing. The size runs way smaller than expected.,3,negative
"Bought this running shoes a few weeks ago. It's fine for the price but i wouldn't rave about it. Also, stopped working within a week.",3,neutral
This phone case is well made. My whole family loves it now. Rating: 3/5.,3,positive
This vacuum cleaner is nothing special. Packaging was fine. Overall it's not great.,3,neutral
This wireless mouse is disappointing.,3,negative
"This smartwatch is terrible. On the plus side, setup took less than five minutes. Rating: 1/5.",1,negative
"This coffee maker is superb. It feels premium for the price. On the downside, stopped working within a week. Overall it's wouldn't recommend.",5,positive
This headphones is affordable.,5,positive
This coffee maker is worth every penny. Works perfectly out of the box.,4,positive
This wireless mouse is great. I would definitely buy this again.,4,positive
"This backpack is okay. Works as described, no surprises.",2,neutral
This wireless mouse is shoddy. Battery drains way too fast. Rating: 2/5.,2,negative
This vacuum cleaner is subpar.,3,negative
Bought this running shoes a few weeks ago. Customer service was very helpful. Rating: 4/5.,4,positive
This backpack is badly made.,1,negative
This smartwatch is acceptable.,4,neutral
This office chair is solid. Setup took less than five minutes. Rating: 4/5.,4,positive
"This running shoes is subpar. However, exceeded my expectations.",1,negative
This blender is affordable. My whole family loves it now. Rating: 3/5.,3,positive
"This air fryer is nothing special. Delivery took about a week. However, shipping was fast and packaging was solid.",2,neutral
"This desk lamp is terrible. It arrived damaged. That said, I would definitely buy this again.",3,negative
"This phone case is responsive. My whole family loves it now. Also, battery drains way too fast. Overall it's not bad. Rating: 3/5.",3,positive
"This headphones is decent. Some features are useful, others aren't.",3,neutral
This smartwatch is fantastic. Shipping was fast and packaging was solid.,5,positive
"This headphones is cheap. I had to return it after two days. On the plus side, customer service was very helpful.",3,negative
This coffee maker is subpar. I regret this purchase. Rating: 2/5.,2,negative
This vacuum cleaner is not worth it. I regret this purchase.,3,negative
This phone case is reasonable. Delivery took about a week. Overall it's can't complain.,3,neutral
This office chair is sturdy.,4,positive
Bought this wireless mouse a few weeks ago. The size runs way smaller than expected. Overall it's can't complain. Rating: 1/5.,1,negative
This backpack is terrible. Customer support never responded. Rating: 2/5.,2,negative
"This bluetooth speaker is average. That said, the size runs way smaller than expected.",3,neutral
"This laptop is comfortable. Shipping was fast and packaging was solid. Also, some features are useful, others aren't. Rating: 5/5.",5,positive
"Bought this laptop a few weeks ago. Setup took less than five minutes. On the plus side, works as described, no surprises. Rating: 5/5.",5,positive
"This running shoes is cheap. The size runs way smaller than expected. That said, packaging was fine.",2,negative
This wireless mouse is responsive.,4,positive
This blender is not worth it. Customer support never responded.,2,negative
Bought this wireless mouse a few weeks ago. Rating: 5/5.,5,positive
